50.711,35.689,54.194,31.16,59.778,29.601,65.73,29.305,72.119,30.449,83.913,29.897,88.987,29.255,93.487,29.711,97.613,31.736,99.203,36.621,77.874,36.632,78.448,42.135,79.057,47.616,79.613,53.339,70.78,57.334,74.406,57.68,78.058,58.548,81.471,57.846,84.421,56.911,55.081,40.682,59.287,39.409,63.454,38.705,68.108,39.934,63.594,40.708,59.152,41.015,84.07,40.786,88.516,39.751,92.367,40.474,95.959,42.261,92.429,42.512,88.373,41.693,63.528,71.341,68.118,68.929,72.674,66.864,76.255,66.999,79.473,67.292,82.713,69.45,85.255,73.196,82.226,78.748,78.958,82.276,75.21,83.384,70.961,82.178,66.966,77.962,71.552,69.587,75.929,69.215,80.122,70.112,79.694,77.418,75.627,79.553,70.892,77.109,5
51.619,34.884,55.17,30.745,60.386,29.397,65.848,29.12,71.856,30.157,84.049,29.722,88.87,29.258,93.208,29.985,97.238,31.909,98.951,36.5,77.864,36.672,78.363,42.036,78.862,47.403,79.306,52.993,70.933,57.286,74.458,57.557,77.956,58.367,81.164,57.903,83.958,57.189,55.655,40.692,59.552,39.18,63.562,38.479,67.805,39.833,63.685,40.635,59.491,40.93,84.342,40.787,88.556,39.677,92.25,40.456,95.606,42.397,92.273,42.571,88.417,41.774,63.371,71.22,67.761,68.791,72.311,66.717,76.051,66.865,79.562,67.199,82.816,69.472,85.45,73.292,82.533,79.299,79.317,83.249,75.155,84.468,70.62,82.98,66.619,78.336,71.181,69.69,75.74,69.324,80.186,70.279,79.973,78.235,75.484,80.187,70.454,77.499,5
50.823,35.713,54.273,31.206,59.788,29.615,65.668,29.276,72.03,30.387,84.296,29.871,89.275,29.297,93.658,29.843,97.67,31.868,99.188,36.694,78.004,36.534,78.538,42.071,79.132,47.585,79.678,53.331,70.882,57.351,74.492,57.664,78.113,58.54,81.442,57.84,84.339,56.967,55.149,40.739,59.362,39.422,63.558,38.669,68.217,39.88,63.688,40.68,59.249,41.009,84.16,40.82,88.582,39.834,92.491,40.56,96.103,42.36,92.558,42.594,88.458,41.742,63.591,71.277,68.086,68.964,72.663,66.868,76.373,67.048,79.669,67.295,82.94,69.456,85.507,73.337,82.579,79.076,79.244,82.634,75.393,83.645,71.025,82.35,67.033,78.06,71.494,69.597,76.051,69.263,80.374,70.147,80.095,77.723,75.836,79.76,70.925,77.196,5
51.823,35.337,55.135,31.045,60.311,29.622,65.777,29.236,71.734,30.193,84.349,29.734,89.269,29.374,93.529,29.973,97.459,31.847,98.998,36.524,78.048,36.7,78.465,42.06,78.936,47.448,79.332,53.023,71.232,57.47,74.692,57.647,78.088,58.333,81.258,57.827,84.022,57.127,55.956,40.789,59.843,39.198,63.878,38.562,68.16,39.858,64.055,40.76,59.832,41.12,84.572,40.808,88.769,39.592,92.535,40.286,95.947,42.264,92.631,42.54,88.741,41.79,63.576,71.336,68.004,68.996,72.577,66.908,76.243,67.042,79.832,67.367,83.161,69.548,85.612,73.26,82.813,79.373,79.591,83.44,75.341,84.663,70.828,83.236,66.773,78.589,71.402,69.66,75.925,69.331,80.444,70.217,80.236,78.334,75.752,80.403,70.751,77.903,5
51.287,35.497,54.631,31.032,59.982,29.574,65.648,29.321,71.825,30.372,84.166,29.872,89.155,29.364,93.593,29.926,97.647,31.912,99.222,36.837,77.926,36.625,78.411,42.084,78.89,47.565,79.321,53.24,70.83,57.475,74.366,57.768,77.935,58.578,81.152,58.049,83.96,57.322,55.496,40.711,59.436,39.295,63.516,38.583,67.934,39.844,63.643,40.744,59.374,41.07,84.245,40.793,88.602,39.688,92.441,40.395,95.961,42.329,92.5,42.554,88.465,41.771,63.645,71.234,67.867,68.928,72.365,66.921,76.036,67.189,79.449,67.47,82.698,69.651,85.309,73.376,82.397,79.076,79.102,82.515,75.127,83.368,70.828,81.932,66.884,77.668,71.298,69.679,75.732,69.435,80.04,70.289,79.791,77.633,75.6,79.464,70.835,76.845,5
51.879,35.153,55.177,30.966,60.294,29.617,65.701,29.308,71.615,30.296,84.348,29.762,89.237,29.369,93.513,29.965,97.498,31.831,99.213,36.437,77.868,36.671,78.253,42.101,78.657,47.554,79.008,53.199,71.084,57.447,74.47,57.652,77.819,58.368,80.984,57.885,83.765,57.22,56.055,40.737,59.892,39.251,63.896,38.614,68.12,39.859,64.03,40.812,59.816,41.149,84.485,40.749,88.701,39.645,92.449,40.338,95.931,42.225,92.565,42.53,88.656,41.78,63.471,71.315,67.768,68.995,72.274,66.912,75.98,67.071,79.551,67.375,82.886,69.592,85.474,73.339,82.59,79.525,79.312,83.567,75.051,84.709,70.583,83.23,66.644,78.557,71.158,69.758,75.69,69.401,80.155,70.301,79.932,78.439,75.498,80.446,70.559,77.914,5
51.897,35.261,55.175,30.932,60.302,29.477,65.708,29.145,71.642,30.081,84.234,29.792,89.164,29.384,93.41,29.963,97.377,31.77,99.036,36.403,78.084,36.639,78.501,42.05,78.978,47.47,79.398,53.114,71.261,57.361,74.672,57.539,78.01,58.285,81.12,57.777,83.865,57.147,55.98,40.649,59.851,39.184,63.864,38.527,68.091,39.795,63.977,40.771,59.742,41.068,84.579,40.753,88.717,39.602,92.457,40.265,95.926,42.186,92.636,42.464,88.732,41.771,63.63,71.398,67.998,69.032,72.505,66.883,76.157,67.007,79.624,67.325,82.957,69.607,85.555,73.448,82.667,79.731,79.435,83.845,75.306,85.077,70.856,83.657,66.779,78.922,71.477,69.779,75.853,69.375,80.126,70.284,79.952,78.592,75.673,80.646,70.841,78.182,5
51.821,35.139,55.083,30.761,60.306,29.351,65.812,29.107,71.807,30.073,84.443,29.6,89.314,29.198,93.563,29.813,97.486,31.652,98.972,36.335,78.25,36.543,78.633,41.894,79.038,47.291,79.387,52.872,71.06,57.387,74.618,57.63,78.129,58.396,81.325,57.918,84.113,57.222,55.658,40.633,59.655,39.259,63.721,38.632,68.053,39.888,63.829,40.759,59.541,41.032,84.6,40.752,88.816,39.719,92.566,40.351,96.069,42.138,92.711,42.43,88.767,41.724,63.675,71.247,67.879,68.971,72.416,66.875,76.203,66.963,79.711,67.302,83.022,69.482,85.591,73.222,82.909,79.548,79.701,83.737,75.47,84.96,70.887,83.423,66.771,78.664,71.32,69.557,75.897,69.235,80.328,70.121,80.296,78.625,75.859,80.632,70.77,78.026,5
51.994,35.308,55.239,31.044,60.308,29.629,65.641,29.266,71.541,30.115,84.344,29.695,89.171,29.308,93.404,29.927,97.227,31.754,98.809,36.328,78.069,36.741,78.44,42.121,78.862,47.518,79.26,53.059,71.104,57.386,74.617,57.676,78.053,58.432,81.225,57.903,84.029,57.14,55.997,40.66,59.871,39.238,63.852,38.592,67.971,39.808,63.953,40.714,59.759,41.009,84.627,40.622,88.754,39.54,92.469,40.197,95.85,42.06,92.594,42.309,88.724,41.615,63.746,71.315,67.979,68.857,72.53,66.676,76.238,66.734,79.761,67.063,83.159,69.258,85.821,73.158,83.027,79.78,79.856,84.173,75.588,85.411,71.047,83.849,66.854,78.931,71.47,69.529,75.979,69.149,80.451,70.035,80.471,78.849,75.928,80.861,70.856,78.295,5
51.6,35.229,54.967,30.952,60.145,29.449,65.571,29.15,71.552,29.998,84.088,29.699,88.998,29.279,93.369,29.958,97.382,31.772,99.088,36.319,77.885,36.589,78.347,41.933,78.86,47.3,79.314,52.844,71.048,57.293,74.581,57.469,77.947,58.209,81.079,57.757,83.846,57.12,55.542,40.563,59.495,39.111,63.567,38.448,67.781,39.693,63.691,40.537,59.425,40.84,84.432,40.57,88.666,39.534,92.419,40.229,95.898,42.037,92.552,42.257,88.625,41.545,63.752,71.418,68.008,69.018,72.528,66.893,76.216,66.99,79.677,67.286,83.007,69.509,85.661,73.323,82.725,79.557,79.543,83.766,75.348,84.986,70.904,83.45,66.861,78.703,71.424,69.738,75.929,69.342,80.307,70.249,80.191,78.588,75.708,80.594,70.72,77.928,5
