86.431,52.474,88.994,48.142,93.934,47.215,98.921,47.659,103.71,49.455,116.68,50.63,122.03,48.545,127.4,48.356,132.82,49.788,136,53.73,110.26,57.412,109.68,63.132,109.09,68.39,108.5,73.733,104.03,77.654,106.82,78.108,109.4,78.93,112.06,78.258,115.28,78.054,90.341,58.392,94.151,56.943,98.239,56.867,102.21,58.77,97.99,59.775,93.958,59.719,119.09,59.188,122.69,57.569,126.91,58.051,130.56,60.096,127.08,60.996,122.99,60.568,96.364,89.754,100.85,88.112,105.68,88.021,109.53,88.82,113.52,88.247,118.13,89.623,122.51,91.054,119.07,99.364,113.92,104.65,108.6,106.24,103.28,104.02,99.432,97.557,104.62,90.289,109.42,90.552,113.84,90.722,113.84,99.25,108.67,100.54,103.73,97.903,1
86.53,52.416,89.004,47.945,93.952,47.049,98.895,47.451,103.59,49.196,116.5,50.076,121.75,48.101,127.17,47.995,132.57,49.582,135.67,53.501,110.14,57.183,109.52,62.848,108.84,68.144,108.16,73.473,103.83,77.381,106.69,77.856,109.48,78.769,112.2,78.066,115.45,77.906,90.639,58.299,94.25,56.924,98.225,56.838,102,58.593,97.94,59.815,94.101,59.795,119.19,59.025,122.58,57.463,126.63,57.89,130.27,59.848,126.79,61.121,122.82,60.66,96.531,89.506,100.79,88.024,105.56,87.796,109.59,88.484,113.81,87.898,118.42,89.388,122.67,90.68,119.24,98.699,114.21,103.88,108.85,105.52,103.55,103.42,99.631,97.014,104.46,90.217,109.52,90.357,114.18,90.46,114.09,98.696,108.99,100.06,103.85,97.612,1
86.452,52.346,89.103,47.811,94.13,46.874,99.23,47.406,103.95,49.336,117.09,50.04,122.19,48.225,127.27,48.358,132.29,50.065,135.55,53.895,110.57,56.985,110.1,62.998,109.51,68.627,108.89,74.243,104.07,77.213,107.02,77.804,109.78,78.806,112.36,78.136,115.27,77.722,90.456,58.386,94.218,56.34,98.452,56.41,102.35,58.684,98.198,59.972,94.168,59.716,119.16,59.354,122.46,57.458,126.58,57.943,130.4,60.168,126.82,61.196,122.82,60.867,95.804,89.44,100.25,87.657,105.16,87.479,109.37,88.093,113.72,87.719,118.62,89.335,123.19,90.833,119.31,99.586,113.63,104.65,108.25,105.85,103.09,103.61,99.115,97.287,104.18,90.022,109.26,90.297,113.93,90.56,113.82,99.645,108.59,100.31,103.53,98.082,1
87.1,51.938,89.68,47.64,94.59,46.908,99.517,47.26,103.9,49.246,116.71,50.15,121.67,47.955,126.85,47.94,132.1,49.298,135.32,53.087,110.35,56.878,109.85,62.769,109.29,68.266,108.8,73.763,104.12,77.053,107.01,77.45,109.69,78.428,112.24,77.822,115.3,77.715,90.619,57.883,94.474,56.206,98.66,56.212,102.54,58.4,98.374,59.623,94.334,59.49,118.88,58.923,122.4,56.994,126.55,57.376,130.37,59.477,126.76,60.772,122.67,60.427,95.524,89.38,100,87.379,105.03,86.974,109.32,87.658,113.87,87.184,118.59,89.032,123.08,90.543,119.31,98.787,113.98,103.63,108.62,105.13,103.27,103.32,98.908,96.959,103.91,89.929,109.27,89.927,114.28,90.281,114.14,98.652,108.84,99.763,103.49,97.792,1
86.732,52.075,89.354,47.594,94.476,46.623,99.687,47.043,104.29,49.16,116.64,49.725,121.74,47.83,127.05,47.989,132.32,49.604,135.37,53.576,110.51,57.138,109.89,62.826,109.27,68.117,108.63,73.507,103.78,76.817,106.74,77.2,109.54,78.19,112.27,77.477,115.59,77.419,90.221,57.921,94.142,56.232,98.513,56.223,102.53,58.563,98.171,59.645,93.935,59.579,118.98,59.114,122.68,56.987,127,57.497,130.76,59.721,127.13,60.917,122.92,60.486,96.097,89.47,100.52,87.587,105.34,87.065,109.44,87.688,113.84,87.247,118.54,89.111,123.27,90.699,119.28,98.661,114.04,103.41,108.74,104.76,103.72,102.95,99.555,96.976,104.13,89.774,109.35,89.701,114.27,90.114,114.04,98.715,108.81,99.749,103.73,97.585,1
86.753,51.835,89.517,48.059,94.284,47.229,99.097,47.358,103.37,48.979,116.59,49.942,121.62,48.233,126.67,48.3,131.77,49.421,135.21,52.344,110.13,57.576,109.68,62.885,109.18,67.818,108.72,72.855,104.32,77.211,107.14,77.309,109.68,78.071,111.99,77.315,114.93,77.425,90.571,58.044,94.093,56.398,98.193,56.459,101.78,58.567,97.681,59.396,93.946,59.405,119.46,58.936,122.71,57.063,126.86,57.426,130.29,59.581,126.91,60.452,123.06,60.008,96.346,89.358,101.03,87.608,105.63,86.875,109.68,87.406,114.07,86.929,118.6,88.724,123.62,89.988,119.16,96.101,113.99,99.875,108.87,100.93,104,99.591,99.992,94.922,104.31,89.786,109.56,89.7,114.79,89.994,114.38,95.456,108.96,96.231,103.75,94.565,1
86.476,51.446,89.47,47.983,94.056,47.323,98.787,47.773,103.14,49.629,115.85,50.75,121.26,48.814,126.68,48.76,131.96,49.81,135.35,52.832,110.14,57.3,109.82,62.781,109.53,67.968,109.3,73.21,104.34,77.138,107.21,77.375,109.91,78.316,112.28,77.446,114.99,77.345,91.009,57.674,94.459,55.711,98.409,55.865,101.9,58.436,97.994,59.228,94.282,59.047,119.3,58.984,122.59,56.758,126.73,57.083,130.11,59.512,126.7,60.504,122.82,60.122,96.688,88.212,101.27,86.99,105.97,86.713,109.9,87.471,113.88,86.851,118.28,88.148,123.12,89.096,118.54,94.017,113.6,95.879,109.36,96.118,105.09,95.112,100.85,92.193,104.86,89.286,109.75,89.703,114.5,89.796,114.07,92.519,109.61,92.211,104.82,91.598,1
86.395,52.674,88.934,48.446,93.61,47.367,98.475,47.581,103.07,49.184,116.11,50.281,121.5,48.355,126.87,48.283,132.19,49.475,135.66,52.455,109.73,57.433,109.23,62.653,108.7,67.508,108.21,72.483,103.87,76.832,106.62,77.016,109.17,77.919,111.6,77.001,114.57,77.087,90.66,57.99,94.216,56.426,98.153,56.562,101.64,58.749,97.584,59.373,93.824,59.22,119.42,58.961,122.68,56.966,126.8,57.299,130.31,59.456,126.82,60.229,122.85,59.862,96.139,88.798,100.43,87.241,105.23,86.808,109.23,87.588,113.49,86.965,118.23,88.352,123.18,89.46,118.43,94.968,113.04,97.924,108.28,98.688,103.75,97.515,99.6,93.555,103.95,89.641,109.02,90.005,114.07,90.082,113.65,93.94,108.51,94.394,103.43,93.161,1
86.474,52.231,89.143,48.225,93.797,47.158,98.691,47.304,103.16,49.061,115.56,50.302,120.98,48.222,126.47,48.365,131.84,49.61,135.34,52.744,109.7,56.911,109.27,62.271,108.8,67.266,108.39,72.307,104.07,76.919,106.83,76.883,109.39,77.628,111.73,76.749,114.55,76.841,90.788,57.71,94.247,55.546,98.292,55.715,101.67,58.506,97.701,59.274,93.938,59.14,119.29,58.788,122.46,56.281,126.66,56.543,130.05,59.132,126.67,60.135,122.76,59.822,96.267,88.634,100.75,87.089,105.42,86.452,109.55,87.147,113.84,86.543,118.48,88.072,123.4,89.008,118.54,93.835,113.17,96.138,108.6,96.648,104.19,95.881,100.01,92.671,104.28,89.435,109.33,89.626,114.25,89.728,113.65,92.721,108.84,92.733,103.91,92.065,1
85.507,52.308,88.466,48.16,93.469,47.092,98.802,47.66,103.72,49.989,114.49,50.652,120.13,48.324,126.03,48.212,131.82,49.703,135.23,53.581,109.53,56.86,109.25,62.421,108.94,67.685,108.77,72.984,103.87,76.877,106.7,77.094,109.38,77.967,111.83,77.075,114.66,77.086,90.524,57.53,93.953,55.458,97.997,55.561,101.72,58.485,97.611,59.475,93.664,59.229,118.42,58.828,121.88,56.138,126,56.333,129.32,58.805,126.16,60.187,122.12,59.983,97.09,88.006,101.49,86.735,106.19,86.397,109.84,87.351,113.31,86.487,117.7,87.696,122.64,88.585,117.84,93.468,112.83,94.995,108.99,95.441,105.04,94.621,100.91,91.926,105.15,88.592,109.62,89.162,113.68,89.146,113.15,92.013,109.17,91.748,104.86,91.267,1
